_id,Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml)
6843fa217fe66773fab33bf6,"Coffee","Beverages",543,36.7,71.6,49.1,0.9,23.8,622,281,"Dinner",756
6843fa217fe66773fab33bf7,"Chips","Snacks",417,37.2,47.7,34.6,3.9,26.2,216,290,"Snack",735
6843fa217fe66773fab33bf8,"Green Tea","Beverages",403,21.1,65,47.4,6.8,43.4,513,239,"Dinner",764
6843fa217fe66773fab33bf9,"Cheese","Dairy",308,20.4,64.9,6.4,8.8,0.3,695,103,"Dinner",989
6843fa217fe66773fab33bfa,"Chips","Snacks",455,37.2,81.3,49.2,5,21.2,208,249,"Lunch",577
6843fa217fe66773fab33bfb,"Cookies","Snacks",244,36.5,6.8,9.5,4.9,10.7,215,249,"Snack",209
6843fa217fe66773fab33bfc,"Popcorn","Snacks",358,27.6,88.6,37.4,7.6,15.6,316,90,"Breakfast",959
6843fa217fe66773fab33bfd,"Popcorn","Snacks",122,9.2,72.1,15.2,4.1,13,404,46,"Breakfast",290
6843fa217fe66773fab33bfe,"Apple","Fruits",107,23,78.2,11.5,7.8,31.6,622,110,"Breakfast",170
6843fa217fe66773fab33bff,"Cookies","Snacks",563,24.7,92.3,18.6,8.4,8.8,339,213,"Breakfast",693
6843fa217fe66773fab33c00,"Beef Steak","Meat",487,31.6,15.5,11.2,7,5.8,681,251,"Breakfast",660
6843fa217fe66773fab33c01,"Cookies","Snacks",349,25.9,78.1,8.1,0.5,13.6,303,118,"Breakfast",817
6843fa217fe66773fab33c02,"Tomato","Vegetables",180,8.7,46.7,15.9,2.6,47.3,25,93,"Dinner",817
6843fa217fe66773fab33c03,"Yogurt","Dairy",156,19.8,91.3,40.1,3.1,34.6,440,84,"Snack",503
6843fa217fe66773fab33c04,"Pork Chop","Meat",562,12.9,7.6,49.9,8.5,42.6,116,226,"Lunch",274
6843fa217fe66773fab33c05,"Banana","Fruits",495,30.5,34.1,42.3,4.8,49.2,210,283,"Lunch",775
6843fa217fe66773fab33c06,"Orange Juice","Beverages",488,43.8,17.6,8.7,6.2,48.9,946,235,"Lunch",321
6843fa217fe66773fab33c07,"Cheese","Dairy",119,47.4,68.2,43.6,8.1,27.2,937,241,"Dinner",401
6843fa217fe66773fab33c08,"Cheese","Dairy",471,48,98,6.8,2.6,30.5,225,7,"Breakfast",782
6843fa217fe66773fab33c09,"Apple","Fruits",511,45.6,90.7,9.7,3.3,42.1,529,99,"Snack",623
6843fa217fe66773fab33c0a,"Water","Beverages",423,29.7,83.2,1,3.4,30.9,704,150,"Breakfast",905
6843fa217fe66773fab33c0b,"Broccoli","Vegetables",188,48.4,58.6,14.8,3.9,36.5,340,276,"Dinner",254
6843fa217fe66773fab33c0c,"Cookies","Snacks",65,7.4,34,16.8,7.2,21.3,882,212,"Breakfast",538
6843fa217fe66773fab33c0d,"Pasta","Grains",310,40.8,86.4,22.1,7,17.3,563,225,"Lunch",609
6843fa217fe66773fab33c0e,"Broccoli","Vegetables",259,48.3,54.1,37.8,3.2,40.1,516,280,"Snack",355
6843fa217fe66773fab33c0f,"Orange Juice","Beverages",538,22.4,58.5,44.6,0.3,41.7,704,196,"Breakfast",558
6843fa217fe66773fab33c10,"Chocolate","Snacks",293,22.3,54.4,42.2,8,22.7,811,250,"Breakfast",649
6843fa217fe66773fab33c11,"Butter","Dairy",385,30.3,21.2,15.3,4.8,24.4,390,282,"Dinner",103
6843fa217fe66773fab33c12,"Chicken Breast","Meat",150,26.1,52.8,1.1,8.3,48.5,882,173,"Lunch",639
6843fa217fe66773fab33c13,"Rice","Grains",517,12.6,55.3,13.6,9.2,42.1,139,84,"Dinner",962
6843fa217fe66773fab33c14,"Cheese","Dairy",341,8.3,98.2,41.6,2.4,17.2,263,8,"Lunch",243
6843fa217fe66773fab33c15,"Orange","Fruits",580,9.4,82.8,39.4,4.3,11.2,435,83,"Snack",284
6843fa217fe66773fab33c16,"Rice","Grains",561,17,23.8,7.8,9.6,3.5,131,118,"Breakfast",771
6843fa217fe66773fab33c17,"Potato","Vegetables",336,10.9,41.2,44,5,0.5,946,273,"Dinner",814
6843fa217fe66773fab33c18,"Paneer","Dairy",106,8.1,42.5,38.3,8.3,17.8,728,6,"Snack",613
6843fa217fe66773fab33c19,"Orange","Fruits",166,27.1,25.9,36.9,0.2,22.1,970,127,"Lunch",727
6843fa217fe66773fab33c1a,"Butter","Dairy",142,28.1,25.1,11.6,5.3,24.8,96,256,"Dinner",455
6843fa217fe66773fab33c1b,"Orange Juice","Beverages",363,15.9,14.2,39.2,6.5,8,623,59,"Lunch",916
6843fa217fe66773fab33c1c,"Eggs","Meat",518,48.8,40.4,10.1,4.1,32.9,412,143,"Snack",621
6843fa217fe66773fab33c1d,"Paneer","Dairy",543,27,25,2.2,1.2,27,361,183,"Dinner",325
6843fa217fe66773fab33c1e,"Chicken Breast","Meat",268,8.6,41.7,36.9,6.9,43.4,582,164,"Breakfast",379
6843fa217fe66773fab33c1f,"Milk","Dairy",248,19.4,56.5,41.7,7.5,18.5,636,39,"Dinner",589
6843fa217fe66773fab33c20,"Orange","Fruits",383,12.2,79.9,6.3,5.6,45.5,89,40,"Lunch",276
6843fa217fe66773fab33c21,"Milk","Dairy",442,47.7,48.7,32.2,5.4,1.1,18,178,"Lunch",325
6843fa217fe66773fab33c22,"Coffee","Beverages",269,43,27.2,21.8,6.9,22.7,277,221,"Snack",684
6843fa217fe66773fab33c23,"Cookies","Snacks",600,38.5,37.6,32,9.7,46.9,449,167,"Snack",111
6843fa217fe66773fab33c24,"Milk","Dairy",570,38.6,13.3,25.6,5.3,38.6,592,137,"Breakfast",911
6843fa217fe66773fab33c25,"Milkshake","Beverages",284,6,14.4,25.9,8.7,23.3,449,180,"Snack",538
6843fa217fe66773fab33c26,"Yogurt","Dairy",410,12.9,77.7,6.2,7.7,6.3,104,0,"Lunch",219
6843fa217fe66773fab33c27,"Banana","Fruits",521,8.9,43.8,31.7,5.8,18.6,525,245,"Dinner",504
6843fa217fe66773fab33c28,"Bread","Grains",469,29.3,85.4,23.8,2.1,3.9,529,156,"Dinner",600
6843fa217fe66773fab33c29,"Popcorn","Snacks",320,9.1,57.8,49,6.9,13,310,171,"Breakfast",600
6843fa217fe66773fab33c2a,"Butter","Dairy",296,31.1,19.9,9,1.3,38.4,166,276,"Dinner",575
6843fa217fe66773fab33c2b,"Orange Juice","Beverages",277,40.8,42.2,13.3,4.2,8.2,176,6,"Breakfast",220
6843fa217fe66773fab33c2c,"Beef Steak","Meat",94,9.7,24.5,30.3,3.2,7.3,661,52,"Dinner",639
6843fa217fe66773fab33c2d,"Grapes","Fruits",328,47.4,5.1,16,2.9,5.9,946,169,"Dinner",991
6843fa217fe66773fab33c2e,"Beef Steak","Meat",134,2.2,15.4,12.6,8.3,21.3,587,154,"Lunch",929
6843fa217fe66773fab33c2f,"Carrot","Vegetables",412,20.5,96.9,21.6,9.2,48.2,41,72,"Snack",725
6843fa217fe66773fab33c30,"Oats","Grains",347,45.3,31.7,37.9,9.6,5.7,79,291,"Lunch",327
6843fa217fe66773fab33c31,"Popcorn","Snacks",496,12.4,52.1,36.2,8,20.2,548,265,"Snack",872
6843fa217fe66773fab33c32,"Milkshake","Beverages",512,44,11.5,9.7,5.3,42.7,564,191,"Dinner",777
6843fa217fe66773fab33c33,"Oats","Grains",170,46.9,44,18.8,8.1,25.6,974,295,"Lunch",285
6843fa217fe66773fab33c34,"Cheese","Dairy",55,40.1,70,7.8,2.9,29.3,230,289,"Dinner",417
6843fa217fe66773fab33c35,"Cheese","Dairy",382,14.2,99.7,6.7,4.2,11.3,782,206,"Dinner",755
6843fa217fe66773fab33c36,"Pasta","Grains",272,14.7,61.6,35.8,0.2,4.8,823,79,"Lunch",517
6843fa217fe66773fab33c37,"Orange","Fruits",280,13.3,90.3,47.2,1.5,21.4,723,286,"Dinner",746
6843fa217fe66773fab33c38,"Pork Chop","Meat",149,3.6,73.9,45.1,4.9,5.6,645,226,"Breakfast",742
6843fa217fe66773fab33c39,"Banana","Fruits",406,41.4,11,39.4,0.4,13.6,106,215,"Dinner",328
6843fa217fe66773fab33c3a,"Strawberry","Fruits",262,48.1,35.3,16.9,2.5,6.6,760,230,"Snack",255
6843fa217fe66773fab33c3b,"Potato","Vegetables",242,49.2,87.8,12.1,10,34.6,912,4,"Snack",565
6843fa217fe66773fab33c3c,"Orange Juice","Beverages",348,30.7,21.6,46.7,3.8,27.8,44,296,"Breakfast",601
6843fa217fe66773fab33c3d,"Oats","Grains",81,44.6,86.9,47.7,7,18,58,126,"Dinner",745
6843fa217fe66773fab33c3e,"Milkshake","Beverages",434,36.6,92.3,39.9,4.3,10.7,733,211,"Snack",847
6843fa217fe66773fab33c3f,"Pork Chop","Meat",409,22.7,21.6,48.5,5.7,2.9,435,181,"Lunch",550
6843fa217fe66773fab33c40,"Broccoli","Vegetables",300,24.6,96.1,23.2,5.6,10.2,248,268,"Breakfast",415
6843fa217fe66773fab33c41,"Milkshake","Beverages",444,12.9,68.7,10.6,4.5,5.3,692,253,"Lunch",186
6843fa217fe66773fab33c42,"Apple","Fruits",340,33.9,28.5,43.1,3.4,7.3,545,242,"Breakfast",992
6843fa217fe66773fab33c43,"Beef Steak","Meat",550,19.1,47.9,22,1.4,27.7,688,179,"Dinner",220
6843fa217fe66773fab33c44,"Nuts","Snacks",383,48.1,83.9,17.7,3.9,6,466,151,"Breakfast",217
6843fa217fe66773fab33c45,"Banana","Fruits",221,36.7,66.2,33.6,0.6,19.3,435,197,"Dinner",549
6843fa217fe66773fab33c46,"Strawberry","Fruits",464,19.8,98.5,15.7,1.7,15,652,122,"Dinner",142
6843fa217fe66773fab33c47,"Chocolate","Snacks",226,24.2,45.4,3.7,5,37.2,596,114,"Snack",476
6843fa217fe66773fab33c48,"Tomato","Vegetables",215,23,45.7,49.1,8.3,45.1,882,12,"Lunch",106
6843fa217fe66773fab33c49,"Pasta","Grains",514,28.7,28.8,17.7,1.6,39.3,720,148,"Dinner",868
6843fa217fe66773fab33c4a,"Pork Chop","Meat",293,1.3,82.4,23.3,6.2,29.4,95,95,"Breakfast",229
6843fa217fe66773fab33c4b,"Milk","Dairy",540,2.4,78.9,48.5,5.9,36.7,737,252,"Lunch",209
6843fa217fe66773fab33c4c,"Milk","Dairy",186,45.4,36.8,44.8,2.4,14.1,554,119,"Breakfast",735
6843fa217fe66773fab33c4d,"Salmon","Meat",549,35.1,84.8,26.4,0.2,45.9,331,153,"Breakfast",891
6843fa217fe66773fab33c4e,"Yogurt","Dairy",382,35.3,50.5,5.5,8.8,2.4,543,108,"Breakfast",947
6843fa217fe66773fab33c4f,"Water","Beverages",317,42.9,44.9,3,2.9,40,562,170,"Lunch",220
6843fa217fe66773fab33c50,"Water","Beverages",133,44.4,76.9,39,0.1,15.3,909,81,"Dinner",737
6843fa217fe66773fab33c51,"Nuts","Snacks",68,32.8,43.4,40.2,2.9,22.6,551,62,"Breakfast",245
6843fa217fe66773fab33c52,"Rice","Grains",222,17.4,51.6,39,4.9,25.7,325,272,"Lunch",972
6843fa217fe66773fab33c53,"Milkshake","Beverages",130,39,80.1,15.7,6.1,5.2,239,251,"Breakfast",565
6843fa217fe66773fab33c54,"Eggs","Meat",488,4.6,31.6,8.2,2.7,32.7,93,118,"Breakfast",602
6843fa217fe66773fab33c55,"Salmon","Meat",86,21.2,38.1,49.1,6.2,41.8,896,131,"Breakfast",214
6843fa217fe66773fab33c56,"Milk","Dairy",459,9.6,70.8,4.2,7.2,8.3,718,205,"Lunch",815
6843fa217fe66773fab33c57,"Cookies","Snacks",361,31.3,5.7,15.7,7.4,28.1,867,183,"Dinner",247
6843fa217fe66773fab33c58,"Eggs","Meat",510,45.9,26.3,43.3,7.9,0.8,641,282,"Lunch",446
6843fa217fe66773fab33c59,"Yogurt","Dairy",381,22.1,98.8,40.8,6.3,3.1,916,268,"Lunch",907
6843fa217fe66773fab33c5a,"Popcorn","Snacks",258,15.8,28.7,11.7,3.3,1,359,136,"Dinner",344
6843fa217fe66773fab33c5b,"Rice","Grains",517,33.7,59.1,36.7,3.8,41.2,291,276,"Dinner",689
6843fa217fe66773fab33c5c,"Salmon","Meat",460,8.9,88,12.2,1.2,17.8,565,293,"Snack",814
6843fa217fe66773fab33c5d,"Popcorn","Snacks",131,27,25.1,8.3,5,12.4,944,241,"Snack",718
6843fa217fe66773fab33c5e,"Grapes","Fruits",253,40.2,62.3,39.6,5.8,3.8,713,256,"Dinner",203
6843fa217fe66773fab33c5f,"Milkshake","Beverages",428,14.1,85.3,7.3,1,42.3,707,37,"Lunch",746
6843fa217fe66773fab33c60,"Milkshake","Beverages",559,33.9,21.6,5.9,7.8,19.3,932,289,"Snack",810
6843fa217fe66773fab33c61,"Salmon","Meat",113,30.7,81.4,30.5,9.4,1.7,753,200,"Dinner",433
6843fa217fe66773fab33c62,"Grapes","Fruits",496,5.3,42.6,35.6,6.2,18.2,735,277,"Snack",369
6843fa217fe66773fab33c63,"Paneer","Dairy",577,19.5,22.8,8.1,0.3,43.9,722,173,"Lunch",975
6843fa217fe66773fab33c64,"Broccoli","Vegetables",389,21,95.2,2.6,6.3,7.7,303,16,"Lunch",663
6843fa217fe66773fab33c65,"Banana","Fruits",205,43.8,78.6,20.6,8.1,33.4,528,270,"Lunch",395
6843fa217fe66773fab33c66,"Banana","Fruits",429,39.8,97.1,39.1,0.3,20.2,861,123,"Breakfast",900
6843fa217fe66773fab33c67,"Oats","Grains",392,41.3,34,38.2,3,7.3,936,104,"Breakfast",675
6843fa217fe66773fab33c68,"Chips","Snacks",136,47.9,48.7,37,5.2,12.2,950,178,"Breakfast",729
6843fa217fe66773fab33c69,"Water","Beverages",88,37.1,29.4,31.9,3.1,25.6,638,165,"Breakfast",527
6843fa217fe66773fab33c6a,"Eggs","Meat",497,32.3,43.2,22.3,5.7,22.7,580,169,"Lunch",720
6843fa217fe66773fab33c6b,"Strawberry","Fruits",101,5.8,14.2,4.3,7.7,2.7,366,218,"Snack",520
6843fa217fe66773fab33c6c,"Chocolate","Snacks",509,12.8,76.5,29.9,6.6,42.6,121,234,"Snack",600
6843fa217fe66773fab33c6d,"Rice","Grains",378,20.1,30.7,25.9,9.8,35,181,208,"Breakfast",905
6843fa217fe66773fab33c6e,"Strawberry","Fruits",119,44.5,73,6.3,2.4,20,667,23,"Snack",454
6843fa217fe66773fab33c6f,"Beef Steak","Meat",289,20.1,49.7,29.4,2.3,37.3,428,231,"Breakfast",754
6843fa217fe66773fab33c70,"Rice","Grains",590,47.2,11.5,11.3,0.2,43.5,959,27,"Dinner",701
6843fa217fe66773fab33c71,"Oats","Grains",454,36.7,54.2,45.8,8.6,24.2,959,226,"Breakfast",903
6843fa217fe66773fab33c72,"Strawberry","Fruits",381,26.9,41.3,30.9,5,38.1,111,245,"Lunch",281
6843fa217fe66773fab33c73,"Oats","Grains",590,19.6,11.6,17.9,5.2,42.1,74,11,"Breakfast",894
6843fa217fe66773fab33c74,"Chicken Breast","Meat",302,4.5,27.4,42.5,6.9,8.1,779,279,"Snack",713
6843fa217fe66773fab33c75,"Apple","Fruits",224,23.1,92.6,44.6,6,47.3,598,286,"Lunch",419
6843fa217fe66773fab33c76,"Beef Steak","Meat",442,16.8,26.1,22.8,1,24.4,359,281,"Dinner",417
6843fa217fe66773fab33c77,"Pork Chop","Meat",425,17.8,63.2,5.7,7.2,46.5,972,97,"Lunch",326
6843fa217fe66773fab33c78,"Potato","Vegetables",300,39.6,62.2,26.5,4.2,34.7,443,38,"Dinner",198
6843fa217fe66773fab33c79,"Green Tea","Beverages",185,42.7,90.4,4,7.9,27.9,97,290,"Breakfast",549
6843fa217fe66773fab33c7a,"Banana","Fruits",418,49.4,58.6,48,0.2,26.5,545,26,"Lunch",604
6843fa217fe66773fab33c7b,"Chicken Breast","Meat",238,23.4,23.2,30.5,2.2,32.4,950,254,"Breakfast",964
6843fa217fe66773fab33c7c,"Green Tea","Beverages",504,19.3,67.5,21.3,4.2,42.3,356,141,"Dinner",651
6843fa217fe66773fab33c7d,"Potato","Vegetables",365,28.9,66.4,21.1,8.5,4.2,718,119,"Lunch",562
6843fa217fe66773fab33c7e,"Chicken Breast","Meat",521,39.3,52.8,32.9,2.7,26,678,66,"Breakfast",177
6843fa217fe66773fab33c7f,"Paneer","Dairy",114,43.4,94,26.4,3.6,19.5,216,171,"Snack",781
6843fa217fe66773fab33c80,"Banana","Fruits",534,46.8,41,5.9,8.3,37.3,647,121,"Breakfast",126
6843fa217fe66773fab33c81,"Chicken Breast","Meat",385,1.2,23,31.9,1,10.6,911,109,"Dinner",275
6843fa217fe66773fab33c82,"Popcorn","Snacks",508,2.9,70.9,10.8,6.8,35,233,205,"Snack",677
6843fa217fe66773fab33c83,"Paneer","Dairy",506,22.6,24.9,17.6,8.5,40.2,905,128,"Breakfast",386
6843fa217fe66773fab33c84,"Strawberry","Fruits",282,14.3,74.5,35.7,4.4,20.3,232,118,"Breakfast",544
6843fa217fe66773fab33c85,"Beef Steak","Meat",80,30.6,17.4,30.1,6.8,48.6,986,17,"Lunch",244
6843fa217fe66773fab33c86,"Rice","Grains",343,4.7,6.9,13.3,0.1,18.4,768,70,"Breakfast",666
6843fa217fe66773fab33c87,"Nuts","Snacks",117,41.5,79.1,5.3,9.2,47.2,263,87,"Snack",734
6843fa217fe66773fab33c88,"Carrot","Vegetables",581,42.6,7.7,36.6,9.4,31.7,766,226,"Lunch",513
6843fa217fe66773fab33c89,"Quinoa","Grains",454,19.5,64.5,44.3,7,41.4,744,222,"Lunch",206
6843fa217fe66773fab33c8a,"Rice","Grains",500,48.2,86.2,28.4,3.7,5.1,339,20,"Lunch",387
6843fa217fe66773fab33c8b,"Pork Chop","Meat",194,1.5,47.6,34,7.8,32.6,775,125,"Dinner",297
6843fa217fe66773fab33c8c,"Milk","Dairy",416,44.1,71.8,12.7,6.2,27.8,548,146,"Snack",967
6843fa217fe66773fab33c8d,"Beef Steak","Meat",251,33.1,81.3,26.9,3.9,48.8,814,219,"Dinner",945
6843fa217fe66773fab33c8e,"Grapes","Fruits",182,30.5,61.9,32,9.9,44.6,848,229,"Lunch",379
6843fa217fe66773fab33c8f,"Pork Chop","Meat",60,41.1,54.3,11.4,1.7,8.6,293,73,"Lunch",962
6843fa217fe66773fab33c90,"Eggs","Meat",142,17.6,91.6,32.2,1.3,17.9,944,299,"Breakfast",871
6843fa217fe66773fab33c91,"Milkshake","Beverages",160,15.9,66.2,16.7,1.1,26.1,963,93,"Lunch",935
6843fa217fe66773fab33c92,"Oats","Grains",156,11.9,46.7,26.9,8,39.9,576,242,"Snack",491
6843fa217fe66773fab33c93,"Milk","Dairy",139,37.8,27.9,48.7,5.5,27.2,625,231,"Snack",187
6843fa217fe66773fab33c94,"Strawberry","Fruits",249,14.7,16.9,40.6,0.6,34.2,443,154,"Breakfast",421
6843fa217fe66773fab33c95,"Chicken Breast","Meat",74,29.6,75.4,7,1.3,9.3,902,247,"Dinner",259
6843fa217fe66773fab33c96,"Milkshake","Beverages",567,24,46.1,16.3,2.6,11.1,807,86,"Dinner",144
6843fa217fe66773fab33c97,"Paneer","Dairy",441,37.7,53.6,4.9,1.3,49.4,408,69,"Lunch",479
6843fa217fe66773fab33c98,"Milk","Dairy",403,44.6,63.8,37.3,5.9,20.8,144,1,"Lunch",233
6843fa217fe66773fab33c99,"Pork Chop","Meat",167,9.6,36.5,12.5,3.5,13.5,928,288,"Dinner",781
6843fa217fe66773fab33c9a,"Yogurt","Dairy",485,13,71.6,10.7,7,8.9,5,298,"Snack",920
6843fa217fe66773fab33c9b,"Strawberry","Fruits",436,32.6,46.1,2.4,4,44.2,997,111,"Snack",637
6843fa217fe66773fab33c9c,"Green Tea","Beverages",125,37.4,33.8,5.2,0.5,28.4,846,38,"Breakfast",373
6843fa217fe66773fab33c9d,"Milk","Dairy",58,4.2,45.3,21.3,0.7,42.7,500,18,"Breakfast",396
6843fa217fe66773fab33c9e,"Orange Juice","Beverages",71,4.9,68.9,33.3,6.8,20.9,688,8,"Snack",414
6843fa217fe66773fab33c9f,"Pork Chop","Meat",501,3,71.9,35.7,6.2,27.6,370,201,"Dinner",383
6843fa217fe66773fab33ca0,"Beef Steak","Meat",84,30,86,49.6,0.3,37.9,369,106,"Snack",725
6843fa217fe66773fab33ca1,"Butter","Dairy",220,12.4,93,35.4,4.1,24.3,967,131,"Lunch",859
6843fa217fe66773fab33ca2,"Grapes","Fruits",72,40.4,89.6,20.2,0.4,33.1,341,97,"Dinner",962
6843fa217fe66773fab33ca3,"Chips","Snacks",102,10.8,58.9,20.3,9.6,27.8,704,116,"Lunch",517
6843fa217fe66773fab33ca4,"Quinoa","Grains",95,14,92.1,43.1,2.8,6.3,508,232,"Snack",853
6843fa217fe66773fab33ca5,"Orange Juice","Beverages",301,20,31.7,10.6,8,23.9,118,271,"Snack",791
6843fa217fe66773fab33ca6,"Coffee","Beverages",229,29.5,95.2,45.1,7,5.8,376,92,"Lunch",426
6843fa217fe66773fab33ca7,"Paneer","Dairy",101,26.3,48.1,18.7,1.5,40.6,227,24,"Snack",241
6843fa217fe66773fab33ca8,"Banana","Fruits",304,43.2,16.3,36.3,2.2,25.8,265,210,"Dinner",858
6843fa217fe66773fab33ca9,"Potato","Vegetables",410,46.2,27.7,29.8,1.1,33.6,231,96,"Dinner",392
6843fa217fe66773fab33caa,"Grapes","Fruits",96,38.9,99.9,34.1,4.4,31.8,945,150,"Breakfast",416
6843fa217fe66773fab33cab,"Cheese","Dairy",177,37.4,92.4,6.4,8.9,34.7,133,131,"Snack",710
6843fa217fe66773fab33cac,"Tomato","Vegetables",430,36.6,35.3,41.7,7.7,35.9,510,231,"Breakfast",979
6843fa217fe66773fab33cad,"Bread","Grains",389,41.1,25.6,35.7,0.6,4.7,498,183,"Lunch",172
6843fa217fe66773fab33cae,"Orange Juice","Beverages",485,4.1,34.4,38.8,9,48,407,192,"Lunch",304
6843fa217fe66773fab33caf,"Strawberry","Fruits",441,17.7,14.5,11.2,1.9,27.8,999,56,"Snack",758
6843fa217fe66773fab33cb0,"Salmon","Meat",237,30.8,66.3,36.7,6.3,44.8,411,203,"Snack",491
6843fa217fe66773fab33cb1,"Chicken Breast","Meat",184,41.4,94.2,39.5,6.1,17.8,305,120,"Breakfast",549
6843fa217fe66773fab33cb2,"Nuts","Snacks",481,46,38.9,15.8,0.8,28.4,32,47,"Breakfast",977
6843fa217fe66773fab33cb3,"Water","Beverages",465,27.6,24.2,18.2,9.7,17.5,663,282,"Snack",719
6843fa217fe66773fab33cb4,"Bread","Grains",394,2,54.7,8.7,0.2,1.7,32,229,"Dinner",940
6843fa217fe66773fab33cb5,"Rice","Grains",502,11.3,62.8,9,1.7,15.6,785,178,"Lunch",552
6843fa217fe66773fab33cb6,"Eggs","Meat",580,46.3,77.5,22.7,6,47.4,625,234,"Breakfast",162
6843fa217fe66773fab33cb7,"Carrot","Vegetables",209,1.4,27.8,19.7,5.1,40.8,931,67,"Snack",583
6843fa217fe66773fab33cb8,"Quinoa","Grains",168,45.2,63.2,14,7,3.5,283,133,"Snack",141
6843fa217fe66773fab33cb9,"Water","Beverages",495,38.7,13.5,44.3,2.1,9,188,246,"Lunch",458
6843fa217fe66773fab33cba,"Paneer","Dairy",522,37.2,9.1,4.3,1.5,15.9,519,188,"Lunch",126
6843fa217fe66773fab33cbb,"Yogurt","Dairy",95,49.7,21.3,44.9,2.4,37.4,542,28,"Dinner",214
6843fa217fe66773fab33cbc,"Cookies","Snacks",581,1.8,67.2,28.2,6,18.4,935,254,"Breakfast",962
6843fa217fe66773fab33cbd,"Cookies","Snacks",424,21.2,92.7,48.6,3.8,34.8,436,73,"Lunch",496
6843fa217fe66773fab33cbe,"Milk","Dairy",400,27,37.9,14.4,1.9,21.4,721,93,"Lunch",663
6843fa217fe66773fab33cbf,"Pasta","Grains",103,5.1,94.6,18.8,7.4,45.9,637,186,"Lunch",339
6843fa217fe66773fab33cc0,"Potato","Vegetables",353,46.6,56.2,18.1,7,5.3,961,30,"Dinner",245
6843fa217fe66773fab33cc1,"Paneer","Dairy",158,12.5,85.5,36.8,1.4,49.5,684,11,"Dinner",912
6843fa217fe66773fab33cc2,"Milk","Dairy",365,4.4,26.4,28.4,9,20.7,148,116,"Breakfast",437
6843fa217fe66773fab33cc3,"Orange Juice","Beverages",412,18.5,8.5,29.6,3.5,0.1,777,236,"Breakfast",463
6843fa217fe66773fab33cc4,"Nuts","Snacks",582,39.9,76.9,39.9,3.4,3.1,648,159,"Breakfast",503
6843fa217fe66773fab33cc5,"Apple","Fruits",437,47.8,33.4,18.8,0.4,2.4,419,18,"Breakfast",183
6843fa217fe66773fab33cc6,"Tomato","Vegetables",201,40.5,88.2,44.4,7.4,6.1,983,88,"Snack",388
6843fa217fe66773fab33cc7,"Paneer","Dairy",599,41.5,14,33.3,3.4,0.4,270,80,"Snack",934
6843fa217fe66773fab33cc8,"Nuts","Snacks",379,27.3,73.8,3.7,4.2,28.7,603,217,"Dinner",340
6843fa217fe66773fab33cc9,"Beef Steak","Meat",237,29.6,16.1,22,3.7,2.9,221,128,"Dinner",388
6843fa217fe66773fab33cca,"Pork Chop","Meat",302,21.9,12.1,9.5,7.5,2.8,491,198,"Snack",244
6843fa217fe66773fab33ccb,"Grapes","Fruits",84,4.5,23.7,20.8,0.5,14.5,691,180,"Lunch",940
6843fa217fe66773fab33ccc,"Grapes","Fruits",129,28.8,44.8,6.2,0.5,29.8,277,152,"Lunch",718
6843fa217fe66773fab33ccd,"Pasta","Grains",239,4.4,51,31,0.8,17.8,524,99,"Lunch",941
6843fa217fe66773fab33cce,"Rice","Grains",455,15.9,42,9.8,9.6,5.3,44,152,"Dinner",746
6843fa217fe66773fab33ccf,"Bread","Grains",187,1.8,24.8,18.7,4.1,4.2,215,156,"Dinner",368
6843fa217fe66773fab33cd0,"Water","Beverages",511,27.7,45.4,15.8,1,20.8,318,91,"Snack",665
6843fa217fe66773fab33cd1,"Grapes","Fruits",417,23,19.1,12.2,5.5,25.2,56,110,"Lunch",899
6843fa217fe66773fab33cd2,"Green Tea","Beverages",139,3.6,53.7,49,1.3,3.8,411,71,"Snack",731
6843fa217fe66773fab33cd3,"Oats","Grains",127,7.7,37.4,1.5,6.2,16.4,800,69,"Dinner",331
6843fa217fe66773fab33cd4,"Chocolate","Snacks",569,13.7,85.6,26.8,5.9,10.4,466,8,"Snack",452
6843fa217fe66773fab33cd5,"Tomato","Vegetables",81,42.3,58.9,15.2,4.2,37.9,320,156,"Breakfast",884
6843fa217fe66773fab33cd6,"Broccoli","Vegetables",518,25.4,17.5,27.6,1.1,17.3,852,45,"Snack",737
6843fa217fe66773fab33cd7,"Apple","Fruits",562,25.8,65.2,26.1,4.6,15.3,594,299,"Dinner",426
6843fa217fe66773fab33cd8,"Cheese","Dairy",53,11.7,59.1,31.4,1,12.3,59,12,"Snack",326
6843fa217fe66773fab33cd9,"Nuts","Snacks",356,25,87.3,47.4,2.6,14.8,153,152,"Breakfast",676
6843fa217fe66773fab33cda,"Butter","Dairy",541,48.4,31,9.2,0.2,16.3,732,205,"Dinner",201
6843fa217fe66773fab33cdb,"Popcorn","Snacks",59,2.8,15,14.6,9,26.7,257,135,"Lunch",836
6843fa217fe66773fab33cdc,"Water","Beverages",413,8,30.4,45,8.8,20.9,881,119,"Dinner",227
6843fa217fe66773fab33cdd,"Pasta","Grains",287,24.8,47.1,36,6.1,21.3,102,235,"Breakfast",529
6843fa217fe66773fab33cde,"Cookies","Snacks",429,48.4,27.4,3.6,5.6,27.8,645,103,"Snack",362
